"mins","seconds","result","replicate","sample_id"
5,384,4.3,2,"1-320-152"
5,384,4.23,3,"1-320-152"
5,384,4.27,0,"1-320-152-dup"
5,384,4.19,1,"1-320-152-dup"
5,384,3.98,2,"1-320-152-dup"
5,384,4.08,3,"1-320-152-dup"
5,384,3.79,0,"1-320-156"
5,384,3.54,1,"1-320-156"
5,384,3.62,2,"1-320-156"
5,384,4.48,0,"1-320-158"
5,384,4.46,1,"1-320-158"
5,384,4.48,2,"1-320-158"
5,384,4.42,3,"1-320-158"
5,384,3.886738994,0,"1-320-35"
5,384,4.0314934,1,"1-320-35"
5,384,4.048131838,2,"1-320-35"
5,384,4.126332494,3,"1-320-35"
5,384,1.441957122,0,"1-320-29"
5,384,1.494213779,1,"1-320-29"
5,384,1.471351492,2,"1-320-29"
5,384,1.481149615,3,"1-320-29"
5,384,1.50956405,0,"1-320-40"
5,384,1.506331579,1,"1-320-40"
5,384,1.540272526,2,"1-320-40"
5,384,1.520877699,3,"1-320-40"
5,384,3.122387,0,"1-320-89"
5,384,3.007971,1,"1-320-89"
5,384,2.976465,2,"1-320-89"
5,384,3.117412,3,"1-320-89"
5,384,4.606676127,0,"1-320-89-dup"
5,384,4.736301213,1,"1-320-89-dup"
5,384,4.811084916,2,"1-320-89-dup"
5,384,4.949019303,3,"1-320-89-dup"
5,384,3.856037232,0,"1-320-90"
5,384,3.692801099,1,"1-320-90"
5,384,4.157524376,2,"1-320-90"
5,384,3.884353704,3,"1-320-90"
5,384,3.348221,0,"1-320-182"
5,384,3.261104,1,"1-320-182"
5,384,3.024411,2,"1-320-182"
5,384,2.966882,3,"1-320-182"
5,384,4.113989,0,"1-320-182-dup"
5,384,4.082483,1,"1-320-182-dup"
5,384,3.881841,2,"1-320-182-dup"
5,384,3.933245,3,"1-320-182-dup"
5,384,3.550439918,0,"1-320-183"
5,384,3.825787137,1,"1-320-183"
5,384,3.700940261,2,"1-320-183"
5,384,3.702650492,3,"1-320-183"
5,384,3.960895399,0,"1-320-183-dup"
5,384,4.068639963,1,"1-320-183-dup"
5,384,3.979707942,2,"1-320-183-dup"
5,384,3.989969329,3,"1-320-183-dup"
5,384,3.792231937,0,"1-320-184"
5,384,3.671974365,1,"1-320-184"
5,384,4.01133135,2,"1-320-184"
5,384,3.891073777,3,"1-320-184"
5,384,3.897078,0,"1-320-184-dup"
5,384,3.95988,1,"1-320-184-dup"
5,384,3.801221,2,"1-320-184-dup"
5,384,3.118654,3,"1-320-184-dup"
5,384,2.32443061,0,"1-320-185"
5,384,2.260183413,1,"1-320-185"
5,384,2.322783246,2,"1-320-185"
5,384,2.29972015,3,"1-320-185"
5,384,4.340916,0,"1-320-186"
5,384,4.260285,1,"1-320-186"
5,384,4.530152,2,"1-320-186"
5,384,4.227374,3,"1-320-186"
5,384,2.876478,0,"1-320-187"
5,384,2.874835,1,"1-320-187"
5,384,2.702246,2,"1-320-187"
5,384,2.753201,3,"1-320-187"
5,384,3.624363,0,"1-320-191"
5,384,3.524097,1,"1-320-191"
5,384,3.359727,2,"1-320-191"
5,384,3.252886,3,"1-320-191"
5,384,3.721446555,0,"1-320-191-dup"
5,384,3.688944839,1,"1-320-191-dup"
5,384,3.451682307,2,"1-320-191-dup"
5,384,3.596314946,3,"1-320-191-dup"
5,384,2.96991,0,"1-320-190"
5,384,2.888928,1,"1-320-190"
5,384,2.860832,2,"1-320-190"
5,384,2.948425,3,"1-320-190"
5,384,4.331895171,0,"1-320-190-dup"
5,384,4.236976425,1,"1-320-190-dup"
5,384,4.15842298,2,"1-320-190-dup"
5,384,3.981677729,3,"1-320-190-dup"
5,384,4.392446784,0,"1-320-189"
5,384,4.431723507,1,"1-320-189"
5,384,4.426813916,2,"1-320-189"
5,384,4.407175555,3,"1-320-189"
5,384,2.98809,0,"1-320-189-dup"
5,384,2.92694,1,"1-320-189-dup"
5,384,2.893886,2,"1-320-189-dup"
5,384,2.938509,3,"1-320-189-dup"
5,384,4.25,0,"1-320-43"
5,384,4.32,1,"1-320-43"
5,384,4.35,2,"1-320-43"
5,384,4.57,3,"1-320-43"
5,384,4.33,0,"1-320-48"
5,384,4.47,1,"1-320-48"
5,384,4.17,2,"1-320-48"
5,384,4.27,3,"1-320-48"
5,384,4.73,0,"1-320-50"
5,384,5.02,1,"1-320-50"
5,384,4.7,2,"1-320-50"
5,384,4.88,3,"1-320-50"
5,384,3.62,0,"1-320-73"
5,384,3.59,1,"1-320-73"
5,384,4,2,"1-320-73"
5,384,3.54,3,"1-320-73"
5,384,4.00335378,0,"1-320-77"
5,384,3.873489281,1,"1-320-77"
5,384,3.843027237,2,"1-320-77"
5,384,3.907157855,3,"1-320-77"
5,384,3.155226368,0,"1-320-78"
5,384,3.193704738,1,"1-320-78"
5,384,3.01413901,2,"1-320-78"
5,384,3.232183108,3,"1-320-78"
5,384,4.79,0,"1-320-80"
5,384,4.6,1,"1-320-80"
5,384,4.69,2,"1-320-80"
5,384,4.5,3,"1-320-80"
5,384,3.73,0,"1-320-159"
5,384,3.7,1,"1-320-159"
5,384,3.88,2,"1-320-159"
5,384,4.26,3,"1-320-159"
5,384,3.59,0,"1-320-159-dup"
5,384,3.56,1,"1-320-159-dup"
5,384,3.43,2,"1-320-159-dup"
5,384,3.6,3,"1-320-159-dup"
5,384,3.47,0,"1-320-160"
5,384,3.63,1,"1-320-160"
5,384,3.5,2,"1-320-160"
5,384,3.6,3,"1-320-160"
5,384,5.14,0,"1-320-161"
5,384,4.95,1,"1-320-161"
5,384,4.75,2,"1-320-161"
5,384,4.93,3,"1-320-161"
5,384,5.24,0,"1-320-163"
5,384,4.95,1,"1-320-163"
5,384,4.89,2,"1-320-163"
5,384,4.98,3,"1-320-163"
5.5,423,3.373820401,0,"1-320-129"
5.5,423,3.259508965,1,"1-320-129"
5.5,423,3.377086442,2,"1-320-129"
5.5,423,3.318297704,3,"1-320-129"
5.5,423,3.419630426,0,"1-320-132"
5.5,423,3.526233616,1,"1-320-132"
5.5,423,3.33801236,2,"1-320-132"
5.5,423,3.356334783,3,"1-320-132"
5.5,423,4.181669947,0,"1-320-132-dup"
5.5,423,4.290929732,1,"1-320-132-dup"
5.5,423,4.438264897,2,"1-320-132-dup"
5.5,423,4.373702296,3,"1-320-132-dup"
5.5,423,4.136618296,0,"1-320-133"
5.5,423,3.912607614,1,"1-320-133"
5.5,423,3.922713359,2,"1-320-133"
5.5,423,3.809865873,3,"1-320-133"
5.5,423,3.295504387,0,"1-320-135"
5.5,423,3.392478523,1,"1-320-135"
5.5,423,3.185600366,2,"1-320-135"
5.5,423,3.150043183,3,"1-320-135"
5.5,423,3.541332,0,"1-320-136"
5.5,423,3.26818,1,"1-320-136"
5.5,423,3.293889,2,"1-320-136"
5.5,423,3.152493,3,"1-320-136"
5.5,423,4.041588,0,"1-320-136-dup"
5.5,423,3.908331,1,"1-320-136-dup"
5.5,423,4.039963,2,"1-320-136-dup"
5.5,423,3.880705,3,"1-320-136-dup"
5.5,423,3.128021,0,"1-320-137"
5.5,423,3.173425,1,"1-320-137"
5.5,423,3.043699,2,"1-320-137"
5.5,423,3.051807,3,"1-320-137"
5.5,423,3.697194,0,"1-320-138"
5.5,423,3.515577,1,"1-320-138"
5.5,423,3.363149,2,"1-320-138"
5.5,423,3.410175,3,"1-320-138"
5.5,423,3.795651179,0,"1-320-196"
5.5,423,3.853917754,1,"1-320-196"
5.5,423,3.938820478,2,"1-320-196"
5.5,423,3.897201495,3,"1-320-196"
5.5,423,3.327853819,0,"1-320-196-dup"
5.5,423,3.346166171,1,"1-320-196-dup"
5.5,423,3.219644465,2,"1-320-196-dup"
5.5,423,3.234627298,3,"1-320-196-dup"
5.5,423,4.450844,0,"1-320-196-dup2"
5.5,423,4.346475,1,"1-320-196-dup2"
5.5,423,4.316174,2,"1-320-196-dup2"
5.5,423,4.277457,3,"1-320-196-dup2"
5.5,423,4.247920348,0,"1-320-196-dup3"
5.5,423,4.106000458,1,"1-320-196-dup3"
5.5,423,4.365649348,2,"1-320-196-dup3"
5.5,423,4.212440375,3,"1-320-196-dup3"
5.5,423,3.827664,0,"1-320-197"
5.5,423,3.941701,1,"1-320-197"
5.5,423,3.741723,2,"1-320-197"
5.5,423,3.779736,3,"1-320-197"
5.5,423,2.374250401,0,"1-320-197-dup"
5.5,423,2.275120165,1,"1-320-197-dup"
5.5,423,2.341748684,2,"1-320-197-dup"
5.5,423,2.301121538,3,"1-320-197-dup"
5.5,423,4.454039,0,"1-320-198"
5.5,423,4.668891,1,"1-320-198"
5.5,423,4.840772,2,"1-320-198"
5.5,423,4.915144,3,"1-320-198"
5.5,423,2.999908446,0,"1-320-198-dup"
5.5,423,3.149416342,1,"1-320-198-dup"
5.5,423,3.03728542,2,"1-320-198-dup"
5.5,423,2.931654841,3,"1-320-198-dup"
5.5,423,3.30835,0,"1-320-199"
5.5,423,3.297102,1,"1-320-199"
5.5,423,3.234438,2,"1-320-199"
5.5,423,3.21355,3,"1-320-199"
5.5,423,3.096255,0,"1-320-200"
5.5,423,3.142852,1,"1-320-200"
5.5,423,3.121964,2,"1-320-200"
5.5,423,3.139638,3,"1-320-200"
5.5,423,3.539725,0,"1-320-201"
5.5,423,3.6522,1,"1-320-201"
5.5,423,3.639345,2,"1-320-201"
5.5,423,3.491522,3,"1-320-201"
5.5,423,2.928417,0,"1-320-201-dup"
5.5,423,2.945046,1,"1-320-201-dup"
5.5,423,2.938394,2,"1-320-201-dup"
5.5,423,2.933405,3,"1-320-201-dup"
5.5,423,2.282137789,0,"1-320-202"
5.5,423,2.312034791,1,"1-320-202"
5.5,423,2.282137789,2,"1-320-202"
5.5,423,2.381794461,3,"1-320-202"
5.5,423,4.758233,0,"1-320-202-dup"
5.5,423,4.949851,1,"1-320-202-dup"
5.5,423,4.622574,2,"1-320-202-dup"
5.5,423,4.729405,3,"1-320-202-dup"
5.5,423,3.808545815,0,"1-320-203"
5.5,423,3.795258259,1,"1-320-203"
5.5,423,3.801902037,2,"1-320-203"
5.5,423,3.785292592,3,"1-320-203"
5.5,423,3.768683146,0,"1-320-205"
5.5,423,3.805223926,1,"1-320-205"
5.5,423,3.698923476,2,"1-320-205"
5.5,423,3.743768978,3,"1-320-205"
5.5,423,4.09226566,0,"1-320-206"
5.5,423,3.971952087,1,"1-320-206"
5.5,423,3.819554894,2,"1-320-206"
5.5,423,3.758596017,3,"1-320-206"
5.5,423,3.710655222,0,"1-320-246"
5.5,423,3.844895094,1,"1-320-246"
5.5,423,3.576415351,2,"1-320-246"
5.5,423,3.810092164,3,"1-320-246"
5.5,423,3.71,0,"1-320-59"
5.5,423,3.75,1,"1-320-59"
5.5,423,3.48,2,"1-320-59"
5.5,423,3.59,3,"1-320-59"
5.5,423,4.46,0,"1-320-121"
5.5,423,4.33,1,"1-320-121"
5.5,423,4.72,2,"1-320-121"
5.5,423,4.67,3,"1-320-121"
5.5,423,3.43,0,"1-320-143"
5.5,423,3.66,1,"1-320-143"
5.5,423,3.71,2,"1-320-143"
5.5,423,3.64,3,"1-320-143"
5.5,423,3.35,0,"1-320-143-dup"
5.5,423,3.5,1,"1-320-143-dup"
5.5,423,3.21,2,"1-320-143-dup"
5.5,423,3.57,3,"1-320-143-dup"
5.5,423,5.09,0,"1-320-144"
5.5,423,5.15,1,"1-320-144"
5.5,423,4.87,2,"1-320-144"
5.5,423,5.14,3,"1-320-144"
5.5,423,5.23,0,"1-320-146"
5.5,423,5.06,1,"1-320-146"
5.5,423,5.15,2,"1-320-146"
5.5,423,5.12,3,"1-320-146"
5.5,423,4.73,0,"1-320-146-dup"
5.5,423,4.71,1,"1-320-146-dup"
5.5,423,4.39,2,"1-320-146-dup"
5.5,423,4.47,3,"1-320-146-dup"
5.5,423,4.61,0,"1-320-147"
5.5,423,4.64,1,"1-320-147"
5.5,423,4.52,2,"1-320-147"
5.5,423,4.5,3,"1-320-147"
5.5,423,4.67,0,"1-320-150"
5.5,423,4.96,1,"1-320-150"
5.5,423,4.69,2,"1-320-150"
5.5,423,4.87,3,"1-320-150"
5.5,423,4.51,0,"1-320-152"
5.5,423,4.16,1,"1-320-152"
5.5,423,4.38,2,"1-320-152"
5.5,423,4.31,3,"1-320-152"
5.5,423,4.35,0,"1-320-152-dup"
5.5,423,4.29,1,"1-320-152-dup"
5.5,423,4.06,2,"1-320-152-dup"
5.5,423,4.16,3,"1-320-152-dup"
5.5,423,3.86,0,"1-320-156"
5.5,423,3.62,1,"1-320-156"
5.5,423,3.7,2,"1-320-156"
5.5,423,4.58,0,"1-320-158"
5.5,423,4.56,1,"1-320-158"
5.5,423,4.58,2,"1-320-158"
5.5,423,4.52,3,"1-320-158"
5.5,423,3.949965057,0,"1-320-35"
5.5,423,4.09804715,1,"1-320-35"
5.5,423,4.119677119,2,"1-320-35"
5.5,423,4.197877775,3,"1-320-35"
5.5,423,1.472984512,0,"1-320-29"
5.5,423,1.526874189,1,"1-320-29"
5.5,423,1.502378882,2,"1-320-29"
5.5,423,1.512177005,3,"1-320-29"
5.5,423,1.540272526,0,"1-320-40"
5.5,423,1.538656291,1,"1-320-40"
5.5,423,1.572597238,2,"1-320-40"
5.5,423,1.553202411,3,"1-320-40"
5.5,423,3.187056,0,"1-320-89"
5.5,423,3.072641,1,"1-320-89"
5.5,423,3.039477,2,"1-320-89"
5.5,423,3.18374,3,"1-320-89"
5.5,423,4.744610513,0,"1-320-89-dup"
5.5,423,4.877559319,1,"1-320-89-dup"
5.5,423,4.962314183,2,"1-320-89-dup"
5.5,423,5.095262989,3,"1-320-89-dup"
5.5,423,3.940986648,0,"1-320-90"
5.5,423,3.767756466,1,"1-320-90"
5.5,423,4.219154345,2,"1-320-90"
5.5,423,3.970968795,3,"1-320-90"
5.5,423,3.400819,0,"1-320-182"
5.5,423,3.336715,1,"1-320-182"
5.5,423,3.091803,2,"1-320-182"
5.5,423,3.037561,3,"1-320-182"
5.5,423,4.167051,0,"1-320-182-dup"
5.5,423,4.145495,1,"1-320-182-dup"
5.5,423,3.943195,2,"1-320-182-dup"
5.5,423,3.997915,3,"1-320-182-dup"
5.5,423,3.615428702,0,"1-320-183"
5.5,423,3.895906615,1,"1-320-183"
5.5,423,3.75737789,2,"1-320-183"
5.5,423,3.762508583,3,"1-320-183"
5.5,423,4.020753491,0,"1-320-183-dup"
5.5,423,4.131918517,1,"1-320-183-dup"
5.5,423,4.042986496,2,"1-320-183-dup"
5.5,423,4.051537652,3,"1-320-183-dup"
5.5,423,3.872952773,0,"1-320-184"
5.5,423,3.759284657,1,"1-320-184"
5.5,423,4.070636454,2,"1-320-184"
5.5,423,3.97014725,3,"1-320-184"
5.5,423,3.968144,0,"1-320-184-dup"
5.5,423,4.016072,1,"1-320-184-dup"
5.5,423,3.872287,2,"1-320-184-dup"
5.5,423,3.239301,3,"1-320-184-dup"
5.5,423,2.37385153,0,"1-320-185"
5.5,423,2.30795697,1,"1-320-185"
5.5,423,2.367262074,2,"1-320-185"
5.5,423,2.345846342,3,"1-320-185"
5.5,423,4.434711,0,"1-320-186"
5.5,423,4.359017,1,"1-320-186"
5.5,423,4.63053,2,"1-320-186"
5.5,423,4.311296,3,"1-320-186"
5.5,423,2.920858,0,"1-320-187"
5.5,423,2.919214,1,"1-320-187"
5.5,423,2.746626,2,"1-320-187"
5.5,423,2.794293,3,"1-320-187"
5.5,423,3.663811,0,"1-320-191"
5.5,423,3.561902,1,"1-320-191"
5.5,423,3.4189,2,"1-320-191"
5.5,423,3.305484,3,"1-320-191"
5.5,423,3.763698787,0,"1-320-191-dup"
5.5,423,3.734447242,1,"1-320-191-dup"
5.5,423,3.490684367,2,"1-320-191-dup"
5.5,423,3.628816663,3,"1-320-191-dup"
5.5,423,3.022797,0,"1-320-190"
5.5,423,2.950078,1,"1-320-190"
5.5,423,2.918676,2,"1-320-190"
5.5,423,2.989743,3,"1-320-190"
5.5,423,4.434996567,0,"1-320-190-dup"
5.5,423,4.32698558,1,"1-320-190-dup"
5.5,423,4.243522545,2,"1-320-190-dup"
5.5,423,4.070050355,3,"1-320-190-dup"
5.5,423,4.48245594,0,"1-320-189"
5.5,423,4.538097963,1,"1-320-189"
5.5,423,4.521732662,2,"1-320-189"
5.5,423,4.48736553,3,"1-320-189"
5.5,423,3.050893,0,"1-320-189-dup"
5.5,423,2.981479,1,"1-320-189-dup"
5.5,423,2.956689,2,"1-320-189-dup"
5.5,423,3.002964,3,"1-320-189-dup"
5.5,423,4.38,0,"1-320-43"
5.5,423,4.47,1,"1-320-43"
5.5,423,4.49,2,"1-320-43"
5.5,423,4.7,3,"1-320-43"
5.5,423,4.46,0,"1-320-48"
5.5,423,4.61,1,"1-320-48"
5.5,423,4.29,2,"1-320-48"
5.5,423,4.4,3,"1-320-48"
5.5,423,4.88,0,"1-320-50"
5.5,423,5.16,1,"1-320-50"
5.5,423,4.85,2,"1-320-50"
5.5,423,5.02,3,"1-320-50"
5.5,423,3.7,0,"1-320-73"
5.5,423,3.68,1,"1-320-73"
5.5,423,4.1,2,"1-320-73"
5.5,423,3.61,3,"1-320-73"
5.5,423,4.081913787,0,"1-320-77"
5.5,423,3.952049287,1,"1-320-77"
5.5,423,3.924793774,2,"1-320-77"
5.5,423,3.985717861,3,"1-320-77"
5.5,423,3.222563516,0,"1-320-78"
5.5,423,3.261041886,1,"1-320-78"
5.5,423,3.079872892,2,"1-320-78"
5.5,423,3.29471046,3,"1-320-78"
5.5,423,4.94,0,"1-320-80"
5.5,423,4.73,1,"1-320-80"
5.5,423,4.83,2,"1-320-80"
5.5,423,4.64,3,"1-320-80"
5.5,423,3.82,0,"1-320-159"
5.5,423,3.79,1,"1-320-159"
5.5,423,3.96,2,"1-320-159"
5.5,423,4.36,3,"1-320-159"
5.5,423,3.67,0,"1-320-159-dup"
5.5,423,3.65,1,"1-320-159-dup"
5.5,423,3.53,2,"1-320-159-dup"
5.5,423,3.69,3,"1-320-159-dup"
5.5,423,3.56,0,"1-320-160"
5.5,423,3.72,1,"1-320-160"
5.5,423,3.6,2,"1-320-160"
5.5,423,3.7,3,"1-320-160"
5.5,423,5.28,0,"1-320-161"
5.5,423,5.09,1,"1-320-161"
5.5,423,4.89,2,"1-320-161"
5.5,423,5.06,3,"1-320-161"
5.5,423,5.39,0,"1-320-163"
5.5,423,5.1,1,"1-320-163"
5.5,423,5.04,2,"1-320-163"
5.5,423,5.13,3,"1-320-163"
6,462,3.393416648,0,"1-320-129"
6,462,3.280738231,1,"1-320-129"
6,462,3.404847791,2,"1-320-129"
6,462,3.342793011,3,"1-320-129"
6,462,3.48292607,0,"1-320-132"
6,462,3.606186007,1,"1-320-132"
6,462,3.416299077,2,"1-320-132"
6,462,3.441284199,3,"1-320-132"
6,462,4.274375219,0,"1-320-132-dup"
6,462,4.380324102,1,"1-320-132-dup"
6,462,4.511104753,2,"1-320-132-dup"
6,462,4.448197604,3,"1-320-132-dup"
6,462,4.192199893,0,"1-320-133"
6,462,3.981663539,1,"1-320-133"
6,462,3.990084993,2,"1-320-133"
6,462,3.890711833,3,"1-320-133"
6,462,3.314899214,0,"1-320-135"
6,462,3.415105821,1,"1-320-135"
6,462,3.204995193,2,"1-320-135"
6,462,3.16943801,3,"1-320-135"
6,462,3.576681,0,"1-320-136"
6,462,3.300316,1,"1-320-136"
6,462,3.327631,2,"1-320-136"
6,462,3.181415,3,"1-320-136"
6,462,4.100092,0,"1-320-136-dup"
6,462,3.97171,1,"1-320-136-dup"
6,462,4.090341,2,"1-320-136-dup"
6,462,3.934333,3,"1-320-136-dup"
6,462,3.188019,0,"1-320-137"
6,462,3.238288,1,"1-320-137"
6,462,3.098832,2,"1-320-137"
6,462,3.108562,3,"1-320-137"
6,462,3.728004,0,"1-320-138"
6,462,3.548009,1,"1-320-138"
6,462,3.395581,2,"1-320-138"
6,462,3.439363,3,"1-320-138"
6,462,3.84059968,0,"1-320-196"
6,462,3.902195773,1,"1-320-196"
6,462,3.995422293,2,"1-320-196"
6,462,3.950473793,3,"1-320-196"
6,462,3.376131838,0,"1-320-196-dup"
6,462,3.391114672,1,"1-320-196-dup"
6,462,3.262928206,2,"1-320-196-dup"
6,462,3.27791104,3,"1-320-196-dup"
6,462,4.535013,0,"1-320-196-dup2"
6,462,4.42896,1,"1-320-196-dup2"
6,462,4.402026,2,"1-320-196-dup2"
6,462,4.363309,3,"1-320-196-dup2"
6,462,4.317267567,0,"1-320-196-dup3"
6,462,4.172122225,1,"1-320-196-dup3"
6,462,4.430158389,2,"1-320-196-dup3"
6,462,4.281787594,3,"1-320-196-dup3"
6,462,3.915257,0,"1-320-197"
6,462,4.027641,1,"1-320-197"
6,462,3.826011,2,"1-320-197"
6,462,3.862371,3,"1-320-197"
6,462,2.413252461,0,"1-320-197-dup"
6,462,2.314122225,1,"1-320-197-dup"
6,462,2.38237583,2,"1-320-197-dup"
6,462,2.340123598,3,"1-320-197-dup"
6,462,4.549896,0,"1-320-198"
6,462,4.779622,1,"1-320-198"
6,462,4.953156,2,"1-320-198"
6,462,5.027528,3,"1-320-198"
6,462,3.048661021,0,"1-320-198-dup"
6,462,3.196543832,1,"1-320-198-dup"
6,462,3.082787823,2,"1-320-198-dup"
6,462,2.977157244,3,"1-320-198-dup"
6,462,3.353339,0,"1-320-199"
6,462,3.351733,1,"1-320-199"
6,462,3.281035,2,"1-320-199"
6,462,3.277821,3,"1-320-199"
6,462,3.131604,0,"1-320-200"
6,462,3.179808,1,"1-320-200"
6,462,3.157313,2,"1-320-200"
6,462,3.173381,3,"1-320-200"
6,462,3.570254,0,"1-320-201"
6,462,3.687549,1,"1-320-201"
6,462,3.676301,2,"1-320-201"
6,462,3.522051,3,"1-320-201"
6,462,2.955023,0,"1-320-201-dup"
6,462,2.973316,1,"1-320-201-dup"
6,462,2.965001,2,"1-320-201-dup"
6,462,2.958349,3,"1-320-201-dup"
6,462,2.328644236,0,"1-320-202"
6,462,2.361863127,1,"1-320-202"
6,462,2.33030518,2,"1-320-202"
6,462,2.433283742,3,"1-320-202"
6,462,4.865064,0,"1-320-202-dup"
6,462,5.054986,1,"1-320-202-dup"
6,462,4.722622,2,"1-320-202-dup"
6,462,4.831149,3,"1-320-202-dup"
6,462,3.853391318,0,"1-320-203"
6,462,3.841764706,1,"1-320-203"
6,462,3.855052262,2,"1-320-203"
6,462,3.841764706,3,"1-320-203"
6,462,3.806884871,0,"1-320-205"
6,462,3.845086595,1,"1-320-205"
6,462,3.7371252,2,"1-320-205"
6,462,3.783631647,3,"1-320-205"
6,462,4.156432898,0,"1-320-206"
6,462,4.039327687,1,"1-320-206"
6,462,3.882117952,2,"1-320-206"
6,462,3.817950713,3,"1-320-206"
6,462,3.747115435,0,"1-320-246"
6,462,3.886327153,1,"1-320-246"
6,462,3.629448386,2,"1-320-246"
6,462,3.846552377,3,"1-320-246"
6,462,3.75,0,"1-320-59"
6,462,3.79,1,"1-320-59"
6,462,3.52,2,"1-320-59"
6,462,3.63,3,"1-320-59"
6,462,4.56,0,"1-320-121"
6,462,4.45,1,"1-320-121"
6,462,4.84,2,"1-320-121"
6,462,4.8,3,"1-320-121"
6,462,3.49,0,"1-320-143"
6,462,3.72,1,"1-320-143"
6,462,3.77,2,"1-320-143"
6,462,3.7,3,"1-320-143"
6,462,3.41,0,"1-320-143-dup"
6,462,3.56,1,"1-320-143-dup"
6,462,3.27,2,"1-320-143-dup"
6,462,3.63,3,"1-320-143-dup"
6,462,5.24,0,"1-320-144"
6,462,5.32,1,"1-320-144"
6,462,5.03,2,"1-320-144"
6,462,5.3,3,"1-320-144"
6,462,5.34,0,"1-320-146"
6,462,5.17,1,"1-320-146"
6,462,5.27,2,"1-320-146"
6,462,5.24,3,"1-320-146"
6,462,4.83,0,"1-320-146-dup"
6,462,4.82,1,"1-320-146-dup"
6,462,4.5,2,"1-320-146-dup"
6,462,4.57,3,"1-320-146-dup"
6,462,4.72,0,"1-320-147"
6,462,4.76,1,"1-320-147"
6,462,4.63,2,"1-320-147"
6,462,4.6,3,"1-320-147"
6,462,4.77,0,"1-320-150"
6,462,5.08,1,"1-320-150"
6,462,4.8,2,"1-320-150"
6,462,4.98,3,"1-320-150"
6,462,4.59,0,"1-320-152"
6,462,4.23,1,"1-320-152"
6,462,4.46,2,"1-320-152"
6,462,4.4,3,"1-320-152"
6,462,4.42,0,"1-320-152-dup"
6,462,4.36,1,"1-320-152-dup"
6,462,4.14,2,"1-320-152-dup"
6,462,4.22,3,"1-320-152-dup"
6,462,3.93,0,"1-320-156"
6,462,3.69,1,"1-320-156"
6,462,3.77,2,"1-320-156"
6,462,4.67,0,"1-320-158"
6,462,4.65,1,"1-320-158"
6,462,4.69,2,"1-320-158"
6,462,4.63,3,"1-320-158"
6,462,4.014854963,0,"1-320-35"
6,462,4.1646009,1,"1-320-35"
6,462,4.187894713,2,"1-320-35"
6,462,4.261103838,3,"1-320-35"
6,462,1.502378882,0,"1-320-29"
6,462,1.557901579,1,"1-320-29"
6,462,1.53014023,2,"1-320-29"
6,462,1.541571374,3,"1-320-29"
6,462,1.572597238,0,"1-320-40"
6,462,1.574213474,1,"1-320-40"
6,462,1.603305715,2,"1-320-40"
6,462,1.585527123,3,"1-320-40"
6,462,3.238461,0,"1-320-89"
6,462,3.129019,1,"1-320-89"
6,462,3.097514,2,"1-320-89"
6,462,3.241777,3,"1-320-89"
6,462,4.874235599,0,"1-320-89-dup"
6,462,5.010508125,1,"1-320-89-dup"
6,462,5.10523415,2,"1-320-89-dup"
6,462,5.233197375,3,"1-320-89-dup"
6,462,4.02427039,0,"1-320-90"
6,462,3.841046159,1,"1-320-90"
6,462,4.282449989,2,"1-320-90"
6,462,4.052586862,3,"1-320-90"
6,462,3.451774,0,"1-320-182"
6,462,3.402463,1,"1-320-182"
6,462,3.157551,2,"1-320-182"
6,462,3.103309,3,"1-320-182"
6,462,4.216797,0,"1-320-182-dup"
6,462,4.203532,1,"1-320-182-dup"
6,462,4.004548,2,"1-320-182-dup"
6,462,4.05761,3,"1-320-182-dup"
6,462,3.678707256,0,"1-320-183"
6,462,3.962605631,1,"1-320-183"
6,462,3.81552575,2,"1-320-183"
6,462,3.825787137,3,"1-320-183"
6,462,4.085742275,0,"1-320-183-dup"
6,462,4.203748226,1,"1-320-183-dup"
6,462,4.104554818,2,"1-320-183-dup"
6,462,4.109685512,3,"1-320-183-dup"
6,462,3.956968338,0,"1-320-184"
6,462,3.844947585,1,"1-320-184"
6,462,4.129941558,2,"1-320-184"
6,462,4.045925994,3,"1-320-184"
6,462,4.029294,0,"1-320-184-dup"
6,462,4.065653,1,"1-320-184-dup"
6,462,3.93509,2,"1-320-184-dup"
6,462,3.351685,3,"1-320-184-dup"
6,462,2.421625086,0,"1-320-185"
6,462,2.355730526,1,"1-320-185"
6,462,2.411740902,2,"1-320-185"
6,462,2.388677806,3,"1-320-185"
6,462,4.520279,0,"1-320-186"
6,462,4.451167,1,"1-320-186"
6,462,4.719388,2,"1-320-186"
6,462,4.390282,3,"1-320-186"
6,462,2.963594,0,"1-320-187"
6,462,2.955376,1,"1-320-187"
6,462,2.786075,2,"1-320-187"
6,462,2.833742,3,"1-320-187"
6,462,3.698329,0,"1-320-191"
6,462,3.599707,1,"1-320-191"
6,462,3.471498,2,"1-320-191"
6,462,3.351508,3,"1-320-191"
6,462,3.804325933,0,"1-320-191-dup"
6,462,3.771824216,1,"1-320-191-dup"
6,462,3.523186084,2,"1-320-191-dup"
6,462,3.662943465,3,"1-320-191-dup"
6,462,3.070725,0,"1-320-190"
6,462,3.011228,1,"1-320-190"
6,462,2.971563,2,"1-320-190"
6,462,3.027755,3,"1-320-190"
6,462,4.529915312,0,"1-320-190-dup"
6,462,4.405539025,1,"1-320-190-dup"
6,462,4.32371252,2,"1-320-190-dup"
